,Number_PP,Name,Full_name,Code,Unit_of_reconciliation,Additional_characteristics,Owners_name,Kind,Article,Weight,Accounting_characteristics,Storage_unit,VAT_rate,Service,Nomenclature_group,Sharto,Main_supplier,Main_supplier_object,Comment,Predefined,Price,Qty_stock,Remaining_amount,Currency
737,1342,Ламинат WindRose,Ламинат WindRose,1825,м2,Нет,WindRose снят с производства,Товар,1825,Нет,Да,м2,0.2,Нет,Товары,2189643924,ОПУС ТД ООО,Нет,,Нет,18.21,141.2567,61,Руб
738,1343,Ламинат БОГАТЫРЬ,Ламинат БОГАТЫРЬ,1876,м2,Нет,БОГАТЫРЬ,Товар,1876,Нет,Да,м2,0.2,Нет,Товары,2189643924,ТАРКЕТТ РУС АО,Нет,,Нет,68.69,364.25003,16,Руб
739,1344,Ламинат Германия,Ламинат Германия,1961,м2,Нет,Ламинат Соммер,Товар,1961,Нет,Да,м2,0.2,Нет,Товары,1176790639,ТАРКЕТТ РУС АО,Нет,,Нет,11.86,687.8147,82,Руб
740,1345,Ламинат Кронон Модерн 8мм 33класс,Ламинат Кронон Модерн 8мм 33класс,2367,м2,Нет,Кронон Модерн 8мм 33класс,Товар,2367,Нет,Да,м2,0.2,Нет,Товары,1176790639,ГРУППА ВОСТОК ООО,Нет,,Нет,75.82,641.486,62,Руб
741,1346,Ламинат Кроношпан,,2493,,Нет,Ламинат,Товар,2493,Нет,Нет,,,Нет,,1176790639,,Нет,,Нет,40.17,277.11127,9,Руб
742,1347,Ламинат Мостовдрев,,2365,,Нет,Ламинат,Товар,2365,Нет,Нет,,,Нет,,2449466621,,Нет,,Нет,88.55,266.23554,3,Руб
743,1350,Ламинат Первая Сибирская 10мм 32класс,Ламинат Первая Сибирская 10мм 32класс,2511,5 кв м),Нет,Ламинат Тайга,Товар,2511,Нет,Да,м2,0.2,Нет,Товары,2449466621,,Нет,,Нет,24.83,657.16313,31,Руб
744,1351,Ламинат Первая Уральская 8мм 32класс,Ламинат Первая Уральская 8мм 32класс,2512,м2,Нет,Ламинат Тайга,Товар,2512,Нет,Да,м2,0.2,Нет,Товары,2449466621,,Нет,,Нет,45.92,332.15245,44,Руб
745,1352,Ламинат СИНЕМА 8мм 32класс,Ламинат СИНЕМА 8мм 32класс,2535,м2,Нет,Ламинат Таркетт,Товар,2535,Нет,Да,м2,0.2,Нет,Товары,2897678267,ОЛИМП И К АО,Нет,,Нет,35.56,676.24038,56,Руб
746,1353,Ламинат Синтерос,,1870,,Нет,Ламинат,Товар,1870,Нет,Нет,,,Нет,,2897678267,,Нет,,Нет,82.84,186.15408,24,Руб
747,1354,Ламинат Соммер,,1960,,Нет,Ламинат,Товар,1960,Нет,Нет,,,Нет,,2897678267,,Нет,,Нет,39.11,651.2546,61,Руб
748,1355,Ламинат Тайга,,2510,,Нет,Ламинат,Товар,2510,Нет,Нет,,,Нет,,600987212,,Нет,,Нет,44.22,644.28477,68,Руб
749,1356,Ламинат Таркетт,,2062,,Нет,Ламинат,Товар,2062,Нет,Нет,,,Нет,,600987212,,Нет,,Нет,42.51,266.11307,66,Руб
750,1357,Ламинат Франция 7мм 32 класс,Ламинат Франция 7мм 32 класс,2286,м2,Нет,Ламинат Соммер,Товар,2286,Нет,Да,м2,0.2,Нет,Товары,600987212,ТАРКЕТТ РУС АО,Нет,,Нет,16.45,695.11432,75,Руб
751,1360,Ластик KOH-I-NOOR,Ластик KOH-I-NOOR,1535,шт,Нет,Материалы,Материал,1535,Нет,Нет,шт,0.2,Нет,Товары,1921533457,,Нет,,Нет,24.39,883.21536,37,Руб
752,1361,ЛДСП,,2044,,Нет,,Товар,2044,Нет,Нет,,,Нет,,1921533457,,Нет,,Нет,46.36,219.10152,84,Руб
753,1362,ЛДСП,ЛДСП,2045,м2,Нет,ЛДСП,Товар,2045,Нет,Да,м2,0.2,Нет,Товары,1921533457,,Нет,,Нет,37.39,668.24976,52,Руб
754,1363,Лента упаковочная,Лента упаковочная,2449,Рулон,Нет,Материалы,Материал,2449,Нет,Нет,Рулон,0.2,Нет,Товары,1750601347,,Нет,,Нет,5.64,84.0,56,Руб
755,1364,Лентообвязыватель SP301,Лентообвязыватель SP301,2448,шт,Нет,Материалы,Материал,2448,Нет,Нет,шт,0.2,Нет,Товары,1750601347,,Нет,,Нет,85.69,643.55098,67,Руб
756,1365,Линейка 30 см.,Линейка 30 см.,1928,шт,Нет,Материалы,Материал,1928,Нет,Нет,шт,0.2,Нет,Товары,1750601347,,Нет,,Нет,77.25,9270.0,120,Руб
757,1366,Линолеум,,1,,Нет,,Товар,1,Нет,Нет,,,Нет,,3942358967,,Нет,,Нет,70.7,789.55285,23,Руб
758,1367,Линолеум 2 сорт,Линолеум 2 сорт,1416,м2,Нет,Polystyl 2 сорт,Товар,1416,Нет,Да,м2,0.2,Нет,Товары,3942358967,ТАРКЕТТ РУС АО,Нет,,Нет,88.15,57.5024,55,Руб
759,1370,Линолеум Contract,Линолеум Contract,1412,м2,Нет,Polystyl Contract,Товар,1412,Нет,Да,м2,0.2,Нет,Товары,2954046113,ТАРКЕТТ РУС АО,Нет,,Нет,47.91,679.3253,89,Руб
760,1371,Линолеум Contract SB,Линолеум Contract SB,2505,м2,Нет,Polystyl Contract,Товар,2505,Нет,Да,м2,0.2,Нет,Товары,2954046113,ТАРКЕТТ РУС АО,Нет,,Нет,0.36,35.12,6,Руб
761,1372,Линолеум Forbo,Линолеум Forbo,1831,м2,Нет,Forbo,Товар,1831,Нет,Да,м2,0.2,Нет,Товары,2954046113,,Нет,,Нет,79.98,610.48787,8,Руб
762,1373,Линолеум Forbo Смарагд Вуд Алба FR 7301 (46.6),Линолеум Forbo Смарагд Вуд Алба FR 7301 (46.6),1422,м2,Нет,Forbo,Товар,1422,Нет,Нет,м2,0.2,Нет,Товары,2109376666,,Нет,,Нет,58.73,477.28014,21,Руб
763,1374,Линолеум Forbo Смарагд Вуд Алба FR 7301 (50),Линолеум Forbo Смарагд Вуд Алба FR 7301 (50),1423,м2,Нет,Forbo,Товар,1423,Нет,Нет,м2,0.2,Нет,Товары,2109376666,,Нет,,Нет,74.84,988.73941,92,Руб
764,1375,Линолеум Forbo Смарагд Вуд Алба FR 7302 (50),Линолеум Forbo Смарагд Вуд Алба FR 7302 (50),1424,м2,Нет,Forbo,Товар,1424,Нет,Нет,м2,0.2,Нет,Товары,2109376666,,Нет,,Нет,90.6,488.44212,8,Руб
765,1376,Линолеум Forbo Смарагд Вуд Отелло FR 7601 (50),Линолеум Forbo Смарагд Вуд Отелло FR 7601 (50),912,м2,Нет,Forbo,Товар,912,Нет,Нет,м2,0.2,Нет,Товары,2458559,,Нет,,Нет,92.36,602.556,72,Руб
766,1377,Линолеум Forbo Смарагд Вуд Отелло FR 7602 (47.4),Линолеум Forbo Смарагд Вуд Отелло FR 7602 (47.4),1425,м2,Нет,Forbo,Товар,1425,Нет,Нет,м2,0.2,Нет,Товары,2458559,,Нет,,Нет,86.6,30121.0,350,Руб
767,1400,Линолеум Forbo Смарагд Вуд Отелло FR 7602 (50),Линолеум Forbo Смарагд Вуд Отелло FR 7602 (50),916,м2,Нет,Forbo,Товар,916,Нет,Нет,м2,0.2,Нет,Товары,2458559,,Нет,,Нет,30.31,641.19428,71,Руб
768,1401,Линолеум Forbo Смарагд Вуд Отелло FR 7602 (53.7),Линолеум Forbo Смарагд Вуд Отелло FR 7602 (53.7),1426,м2,Нет,Forbo,Товар,1426,Нет,Нет,м2,0.2,Нет,Товары,947530060,,Нет,,Нет,52.75,4220.0,80,Руб
769,1402,Линолеум Forbo Смарагд Вуд Отелло FR 7603 (50),Линолеум Forbo Смарагд Вуд Отелло FR 7603 (50),1421,м2,Нет,Forbo,Товар,1421,Нет,Нет,м2,0.2,Нет,Товары,947530060,,Нет,,Нет,72.1,504.36293,4,Руб
770,1403,Линолеум Forbo Смарагд Вуд Отелло FR 7603 (63.9),Линолеум Forbo Смарагд Вуд Отелло FR 7603 (63,917,м2,Нет,Forbo,Товар,917,Нет,Нет,м2,0.2,Нет,Товары,947530060,,Нет,,Нет,44.4,24.1065,6,Руб
771,1404,Линолеум Forbo Смарагд Вуд Прунус FR 7401 (50),Линолеум Forbo Смарагд Вуд Прунус FR 7401 (50),918,м2,Нет,Forbo,Товар,918,Нет,Нет,м2,0.2,Нет,Товары,1242975234,,Нет,,Нет,48.1,626.3011,6,Руб
772,1405,Линолеум Forbo Смарагд Вуд Рама FR 7503 (41.5),Линолеум Forbo Смарагд Вуд Рама FR 7503 (41.5),919,м2,Нет,Forbo,Товар,919,Нет,Нет,м2,0.2,Нет,Товары,1242975234,,Нет,,Нет,76.2,695.52833,9,Руб
773,1406,Линолеум Forbo Смарагд Вуд Рама FR 7503 (45.4),Линолеум Forbo Смарагд Вуд Рама FR 7503 (45.4),920,м2,Нет,Forbo,Товар,920,Нет,Нет,м2,0.2,Нет,Товары,1242975234,,Нет,,Нет,15.9,234.3531,6,Руб
774,1407,Линолеум Forbo Смарагд Вуд Рама FR 7503 (46.4),Линолеум Forbo Смарагд Вуд Рама FR 7503 (46.4),921,м2,Нет,Forbo,Товар,921,Нет,Нет,м2,0.2,Нет,Товары,81423777,,Нет,,Нет,98.1,12753.0,130,Руб
775,1410,Линолеум Forbo Смарагд Классик FR 6192 (24),Линолеум Forbo Смарагд Классик FR 6192 (24),922,м2,Нет,Forbo,Товар,922,Нет,Нет,м2,0.2,Нет,Товары,81423777,,Нет,,Нет,30.26,148.4478,48,Руб
776,1411,Линолеум Forbo Смарагд Классик FR 6192 (24.2),Линолеум Forbo Смарагд Классик FR 6192 (24.2),923,м2,Нет,Forbo,Товар,923,Нет,Нет,м2,0.2,Нет,Товары,809873770,,Нет,,Нет,28.18,914.25756,52,Руб
777,1412,Линолеум Forbo Смарагд Классик FR 6192 (25),Линолеум Forbo Смарагд Классик FR 6192 (25),925,м2,Нет,Forbo,Товар,925,Нет,Нет,м2,0.2,Нет,Товары,809873770,,Нет,,Нет,14.85,450.6682,5,Руб
778,1413,Линолеум Forbo Смарагд Классик FR 6192 (26.2),Линолеум Forbo Смарагд Классик FR 6192 (26.2),924,м2,Нет,Forbo,Товар,924,Нет,Нет,м2,0.2,Нет,Товары,809873770,,Нет,,Нет,77.74,240.18657,6,Руб
779,1414,Линолеум Forbo Смарагд Классик FR 6198 (25),Линолеум Forbo Смарагд Классик FR 6198 (25),914,м2,Нет,Forbo,Товар,914,Нет,Нет,м2,0.2,Нет,Товары,234676140,,Нет,,Нет,74.99,702.52642,98,Руб
780,1415,Линолеум Forbo Смарагд Классик FR 6198 (26.3),Линолеум Forbo Смарагд Классик FR 6198 (26.3),913,м2,Нет,Forbo,Товар,913,Нет,Нет,м2,0.2,Нет,Товары,234676140,,Нет,,Нет,2.7800000000000002,379.1053,62,Руб
781,1416,Линолеум Forbo Эмеральд FR 8135 (51.3),Линолеум Forbo Эмеральд FR 8135 (51.3),915,м2,Нет,Forbo,Товар,915,Нет,Нет,м2,0.2,Нет,Товары,234676140,,Нет,,Нет,13.58,181.2457,98,Руб
782,1417,Линолеум Forbo Эмеральд Стандарт FR 8333 (50),Линолеум Forbo Эмеральд Стандарт FR 8333 (50),1427,м2,Нет,Forbo,Товар,1427,Нет,Нет,м2,0.2,Нет,Товары,1344886437,,Нет,,Нет,18.19,33.0,7,Руб
783,1420,Линолеум Glory,Линолеум Glory,2285,м2,Нет,IDEAL Glory,Товар,2285,Нет,Да,м2,0.2,Нет,Товары,1344886437,ОПУС ТД ООО,Нет,,Нет,13.75,4675.0,340,Руб
784,1421,Линолеум METEOR,Линолеум METEOR,1962,м2,Нет,Polystyl METEOR,Товар,1962,Нет,Да,м2,0.2,Нет,Товары,581289827,ТАРКЕТТ РУС АО,Нет,,Нет,64.72,74.4789,28,Руб
785,1422,Линолеум Orion,Линолеум Orion,2051,м2,Нет,Polystyl Orion,Товар,2051,Нет,Да,м2,0.2,Нет,Товары,581289827,ТАРКЕТТ РУС АО,Нет,,Нет,38.43,759.29168,37,Руб
786,1423,Линолеум POLARIS,Линолеум POLARIS,1872,м2,Нет,Polystyl POLARIS,Товар,1872,Нет,Да,м2,0.2,Нет,Товары,581289827,ТАРКЕТТ РУС АО,Нет,,Нет,4.61,464.2139,4,Руб
787,1424,Линолеум PRAKTIKA,Линолеум PRAKTIKA,2549,м2,Нет,PRAKTIKA,Товар,2549,Нет,Да,м2,0.2,Нет,Товары,3403511366,,Нет,,Нет,64.79,507.32848,53,Руб
788,1425,Линолеум SIGMA,Линолеум SIGMA,2634,м2,Нет,Polystyl SIGMA,Товар,2634,Нет,Да,м2,0.2,Нет,Товары,3403511366,ТАРКЕТТ РУС АО,Нет,,Нет,92.34,746.68885,64,Руб
789,1426,Линолеум SPACE,Линолеум SPACE,1957,м2,Нет,Polystyl SPACE,Товар,1957,Нет,Да,м2,0.2,Нет,Товары,1313627226,ТАРКЕТТ РУС АО,Нет,,Нет,87.5,51450.0,588,Руб
790,1427,Линолеум STATUS,Линолеум STATUS,2640,м2,Нет,STATUS,Товар,2640,Нет,Да,м2,0.2,Нет,Товары,1313627226,ТАРКЕТТ РУС АО,Нет,,Нет,25.96,145.3764,2,Руб
791,1430,Линолеум STIMUL,Линолеум STIMUL,2307,м2,Нет,STIMUL,Товар,2307,Нет,Да,м2,0.2,Нет,Товары,1313627226,ТАРКЕТТ РУС АО,Нет,,Нет,40.8,497.19919,76,Руб
792,1431,Линолеум TAIFUN,Линолеум TAIFUN,1413,м2,Нет,Polystyl TAIFUN,Товар,1413,Нет,Да,м2,0.2,Нет,Товары,2352234314,ТАРКЕТТ РУС АО,Нет,,Нет,39.45,504.19882,8,Руб
793,1432,Линолеум TITAN,Линолеум TITAN,1414,м2,Нет,Polystyl TITAN,Товар,1414,Нет,Да,м2,0.2,Нет,Товары,2352234314,ТАРКЕТТ РУС АО,Нет,,Нет,42.4,432.18161,28,Руб
794,1433,Линолеум TORNADO,Линолеум TORNADO,2636,м2,Нет,Polystyl TORNADO,Товар,2636,Нет,Да,м2,0.2,Нет,Товары,1375821302,ТАРКЕТТ РУС АО,Нет,11 метров,Нет,64.36,382.24585,52,Руб
795,1434,Линолеум Trend,Линолеум Trend,1835,м2,Нет,Trend,Товар,1835,Нет,Да,м2,0.2,Нет,Товары,1375821302,,Нет,,Нет,0.9500000000000001,981.931,95,Руб
796,1435,Линолеум VEGA,Линолеум VEGA,1415,м2,Нет,Polystyl VEGA,Товар,1415,Нет,Да,м2,0.2,Нет,Товары,2575900848,ТАРКЕТТ РУС АО,Нет,,Нет,50.74,613.31103,62,Руб
797,1436,Линолеум Адмирал,Линолеум Адмирал,2482,м2,Нет,ТАРКЕТ,Товар,2482,Нет,Да,м2,0.2,Нет,Товары,2575900848,Монарх МБК-М ООО,Нет,,Нет,89.27,335.29905,45,Руб
798,1437,Линолеум Актива,Линолеум Актива,2376,м2,Нет,ТАРКЕТ,Товар,2376,Нет,Да,м2,0.2,Нет,Товары,2575900848,Монарх МБК-М ООО,Нет,,Нет,70.54,658.46415,32,Руб
799,1440,Линолеум Акцент Минерал АС,Линолеум Акцент Минерал АС,2435,м2,Нет,ТАРКЕТ,Товар,2435,Нет,Да,м2,0.2,Нет,Товары,1277350794,Монарх МБК-М ООО,Нет,,Нет,57.51,623.35828,73,Руб
800,1441,Линолеум Акцент Про,Линолеум Акцент Про,2504,м2,Нет,ТАРКЕТ,Товар,2504,Нет,Да,м2,0.2,Нет,Товары,1277350794,Монарх МБК-М ООО,Нет,,Нет,78.18,41.3205,38,Руб
801,1442,Линолеум Бонус,Линолеум Бонус,2476,м2,Нет,ТАРКЕТ,Товар,2476,Нет,Да,м2,0.2,Нет,Товары,4002858218,Монарх МБК-М ООО,Нет,,Нет,13.83,853.11796,99,Руб
802,1443,Линолеум Гэлакси,Линолеум Гэлакси,2372,м2,Нет,ТАРКЕТ,Товар,2372,Нет,Да,м2,0.2,Нет,Товары,4002858218,Монарх МБК-М ООО,Нет,,Нет,1.1,597.656,7,Руб
803,1444,Линолеум Дельта,Линолеум Дельта,2374,м2,Нет,ТАРКЕТ,Товар,2374,Нет,Да,м2,0.2,Нет,Товары,4002858218,Монарх МБК-М ООО,Нет,,Нет,30.57,888.27146,16,Руб
804,1445,Линолеум Дива,Линолеум Дива,2576,м2,Нет,ТАРКЕТ,Товар,2576,Нет,Да,м2,0.2,Нет,Товары,485542184,Монарх МБК-М ООО,Нет,,Нет,14.41,89.1282,49,Руб
805,1446,Линолеум Европа,Линолеум Европа,2389,м2,Нет,ТАРКЕТ,Товар,2389,Нет,Да,м2,0.2,Нет,Товары,485542184,Монарх МБК-М ООО,Нет,краска ,Нет,71.28,894.63724,32,Руб
